category_id,global_index,category_name,dl_idx,total_count,num_datasets,top_datasets
23286,2188,명문염산사포그릴레이트정 100mg,23286,216,1,TL_54_단일(216)
23309,2189,디카맥스디정,23309,1296,1,TL_11_단일(1296)
23318,2190,디카맥스디플러스정,23318,663,5,"TL_54_단일(216), TL_5_조합(210), TL_7_조합(159), TL_6_조합(72), TL_4_조합(6)"
23326,2191,레보잘정,23326,216,1,TL_54_단일(216)
23330,2192,베아디핀에스정,23330,216,1,TL_54_단일(216)
23335,2193,아리셉트에비스정 5mg,23335,1296,1,TL_11_단일(1296)
23336,2194,아리셉트에비스정 10mg,23336,1296,1,TL_11_단일(1296)
23346,2195,드로넬정 35mg,23346,216,1,TL_54_단일(216)
23350,2196,본필정 70mg,23350,216,1,TL_54_단일(216)
23356,2197,코스카정 100mg,23356,1296,1,TL_11_단일(1296)
23371,2198,카필러스캡슐 112mg/PTP,23371,324,1,TL_54_단일(324)
23378,2199,씨목스정 500mg,23378,216,1,TL_54_단일(216)
23404,2200,레믹실오디티정 30mg,23404,1296,1,TL_11_단일(1296)
23409,2201,기스톱정(세티리진염산염),23409,1296,1,TL_11_단일(1296)
23410,2202,레브로콜정(레보드로프로피진),23410,1296,1,TL_11_단일(1296)
23423,2203,가브스메트정 50/850mg,23423,1296,1,TL_11_단일(1296)
23424,2204,가브스메트정 50/1000mg,23424,1296,1,TL_11_단일(1296)
23452,2205,애니디핀에스정 2.5mg,23452,216,1,TL_54_단일(216)
23460,2206,알세틴정,23460,216,1,TL_54_단일(216)
23466,2207,도파프로정 2.0mg,23466,216,1,TL_54_단일(216)
23481,2208,이토나정(이토프리드염산염)(비매품),23481,1296,1,TL_54_단일(1296)
23482,2209,유한메트포르민서방정 500mg,23482,216,1,TL_54_단일(216)
23485,2210,글라디엠정 2mg,23485,216,1,TL_54_단일(216)
23496,2211,아서틸플러스아르기닌정,23496,216,1,TL_54_단일(216)
23518,2212,레티리진정(레보세티리진염산염),23518,216,1,TL_54_단일(216)
23530,2213,세틴잘정 5mg,23530,216,1,TL_54_단일(216)
23531,2214,비아드정,23531,216,1,TL_54_단일(216)
23543,2215,트라스펜정,23543,1296,1,TL_11_단일(1296)
23555,2216,듀얼셋세미정,23555,216,1,TL_54_단일(216)
23556,2217,아세트람세미정,23556,216,1,TL_54_단일(216)
23577,2218,세타마돌세미정,23577,216,1,TL_54_단일(216)
23579,2219,알러반정,23579,216,1,TL_54_단일(216)
23592,2220,업트라셋세미정,23592,216,1,TL_54_단일(216)
23593,2221,페인리스세미정,23593,1296,1,TL_11_단일(1296)
23597,2222,듀라셋세미정,23597,216,1,TL_54_단일(216)
23598,2223,울트라스크세미정,23598,1296,1,TL_11_단일(1296)
23603,2224,무파인세미정,23603,216,1,TL_54_단일(216)
23607,2225,배노신캡슐 500mg/PTP,23607,324,1,TL_54_단일(324)
23611,2226,울트라스크정,23611,1296,1,TL_11_단일(1296)
23622,2227,세노바엘정,23622,216,1,TL_54_단일(216)
23627,2228,엘레틴정,23627,216,1,TL_54_단일(216)
23628,2229,바이스탑캡슐 2mg/PTP,23628,324,1,TL_54_단일(324)
23630,2230,후루덱스서방정(인다파미드),23630,1296,1,TL_54_단일(1296)
23634,2231,올로스틴정 5mg,23634,216,1,TL_54_단일(216)
23643,2232,아서틸정 4mg,23643,216,1,TL_54_단일(216)
23666,2233,레도핀정,23666,216,1,TL_54_단일(216)
23669,2234,베아티린정,23669,216,1,TL_54_단일(216)
23675,2235,트라칸세미정,23675,216,1,TL_54_단일(216)
23678,2236,맥스노펜세미정,23678,216,1,TL_54_단일(216)
23697,2237,울트라맥세미정,23697,216,1,TL_54_단일(216)
23701,2238,마이렙트캡슐 250mg,23701,324,1,TL_54_단일(324)
23717,2239,리큅피디정 2mg,23717,1296,1,TL_11_단일(1296)
23718,2240,리큅피디정 4mg,23718,1296,1,TL_11_단일(1296)
23719,2241,리큅피디정 8mg,23719,1296,1,TL_11_단일(1296)
23728,2242,하이세펜정,23728,1296,1,TL_11_단일(1296)
23732,2243,레덕손더블액션발포정 1000mg/캔,23732,216,1,TL_54_단일(216)
23739,2244,아마릴-멕스서방정 2/500mg,23739,1296,1,TL_11_단일(1296)
23763,2245,타미트라세미정,23763,216,1,TL_54_단일(216)
23778,2246,코자르탄플러스정,23778,1296,1,TL_11_단일(1296)
23779,2247,아트라펜세미정,23779,216,1,TL_54_단일(216)
23785,2248,유로셋세미정,23785,216,1,TL_54_단일(216)
23797,2249,유토펜세미정,23797,216,1,TL_54_단일(216)
23800,2250,렉사큐어정 10mg,23800,1296,1,TL_54_단일(1296)
23803,2251,파라마셋정,23803,1296,1,TL_11_단일(1296)
23806,2252,파라마셋세미정,23806,1296,1,TL_11_단일(1296)
23807,2253,슈퍼셋세미정,23807,216,1,TL_55_단일(216)
23811,2254,심미안정 84mg/PTP,23811,216,1,TL_55_단일(216)
23828,2255,코자르탄플러스프로정(비매품),23828,1296,1,TL_11_단일(1296)
23834,2256,스타레보필름코팅정 200/50/200mg,23834,1296,1,TL_11_단일(1296)
23837,2257,코자르탄플러스에프정(비매품),23837,1296,1,TL_11_단일(1296)
23843,2258,엑스프리벤정 335.05mg/병,23843,216,1,TL_55_단일(216)
23851,2259,자프로스엑스엘정 10mg,23851,216,1,TL_55_단일(216)
23856,2260,리루텍정,23856,216,1,TL_55_단일(216)
23859,2261,파록스씨알정 25mg,23859,1296,1,TL_55_단일(1296)
23860,2262,아서틸정 8mg,23860,216,1,TL_55_단일(216)
23861,2263,애니코프캡슐 300mg,23861,324,1,TL_55_단일(324)
23862,2264,이노엔치옥트산에이치알정 600mg,23862,216,1,TL_55_단일(216)
23868,2265,디잔틴정,23868,216,1,TL_55_단일(216)
23871,2266,노바틴정,23871,216,1,TL_55_단일(216)
23872,2267,에이자트씨알정 25mg,23872,1296,1,TL_55_단일(1296)
23900,2268,씨콜드플러스코프정 200mg/PTP,23900,216,1,TL_55_단일(216)
23904,2269,에이엠비즈정,23904,216,1,TL_55_단일(216)
23922,2270,에이자트씨알정 12.5mg,23922,216,1,TL_55_단일(216)
23932,2271,알러딘정(펙소페나딘염산염),23932,1296,1,TL_11_단일(1296)
23956,2272,디아미크롱서방정(글리클라지드),23956,1296,1,TL_11_단일(1296)
23997,2273,액티콤연질캡슐 10mg/PTP,23997,324,1,TL_55_단일(324)
24002,2274,카나쿨린정(칼리디노게나제),24002,1296,1,TL_11_단일(1296)
24020,2275,이탄돌정 35mg/PTP,24020,216,1,TL_55_단일(216)
24028,2276,네오티가손캡슐 10mg,24028,324,1,TL_55_단일(324)
24049,2277,오스넬정 35mg,24049,216,1,TL_55_단일(216)
24056,2278,아레이정 10mg,24056,1296,1,TL_11_단일(1296)
24064,2279,조인콘사민연질캡슐 15mg/PTP,24064,324,1,TL_55_단일(324)
24080,2280,루미넥스연질캡슐,24080,324,1,TL_55_단일(324)
24087,2281,맥덴타에프캡슐 10mg/PTP,24087,324,1,TL_55_단일(324)
24100,2282,렉사큐어정 5mg,24100,1296,1,TL_55_단일(1296)
24126,2283,카세핀정 25mg,24126,1296,1,TL_55_단일(1296)
24130,2284,알싹정 400mg/PTP,24130,216,1,TL_55_단일(216)
24142,2285,시알리스정5mg/PTP,24142,1296,1,TL_11_단일(1296)
24156,2286,탐스루신캡슐,24156,324,1,TL_55_단일(324)
24161,2287,칸데모어정 8mg,24161,1296,1,TL_11_단일(1296)
24162,2288,멜리안정 0.075mg/PTP,24162,1296,1,TL_55_단일(1296)
24168,2289,스토프정 36.7mg/포,24168,1296,1,TL_55_단일(1296)
24181,2290,코자르탄정 50mg,24181,216,1,TL_55_단일(216)
24195,2291,슬리펠정 25mg/PTP,24195,216,1,TL_55_단일(216)
24239,2292,코자플러스에프정,24239,216,1,TL_55_단일(216)
24260,2293,코자플러스프로정,24260,216,1,TL_55_단일(216)
24261,2294,조코정 20mg,24261,216,1,TL_55_단일(216)
24265,2295,라비에트정 10mg,24265,1296,1,TL_55_단일(1296)
24278,2296,코딜로드정 55mg/PTP,24278,1296,1,TL_11_단일(1296)
24296,2297,베아신정 250mg,24296,216,1,TL_55_단일(216)
24301,2298,헤모로빈연질캡슐 250mg/PTP,24301,324,1,TL_55_단일(324)
24306,2299,스피틴정 10mg,24306,216,1,TL_55_단일(216)
24308,2300,아리도네정 5mg,24308,216,1,TL_55_단일(216)
24328,2301,글루코파지정 1000mg,24328,216,1,TL_55_단일(216)
24330,2302,코발사렉트정 80/12.5mg,24330,216,1,TL_55_단일(216)
24338,2303,디펙타민연질캡슐 50mg/PTP,24338,324,1,TL_55_단일(324)
24349,2304,에버칼정,24349,1296,1,TL_11_단일(1296)
24374,2305,아로마신정 25mg,24374,1296,1,TL_55_단일(1296)
24392,2306,엘티리진정(레보세티리진염산염),24392,1296,1,TL_55_단일(1296)
24396,2307,아지탑스정 250mg,24396,1296,1,TL_11_단일(1296)
24408,2308,멀티아민정 17mg/병,24408,216,1,TL_55_단일(216)
24425,2309,로자살탄플러스프로정,24425,216,1,TL_55_단일(216)
24450,2310,코디오살탄정 80/12.5mg,24450,216,1,TL_55_단일(216)
24452,2311,바로디핀정5밀리그램,24452,216,1,TL_55_단일(216)
24461,2312,레메론정 30mg,24461,216,1,TL_55_단일(216)
24467,2313,아빌리파이정 2mg,24467,1296,1,TL_11_단일(1296)
24483,2314,로피맥스정 1mg,24483,216,1,TL_55_단일(216)
24484,2315,로피맥스정 0.25mg,24484,216,1,TL_55_단일(216)
24488,2316,세비카정 5/20mg,24488,1296,1,TL_56_단일(1296)
24502,2317,하이펜정 500mg/PTP,24502,1296,1,TL_11_단일(1296)
24511,2318,마노엘정 500mg/병,24511,216,1,TL_56_단일(216)
24515,2319,덴플러스포르테캡슐 150mg/PTP,24515,324,1,TL_56_단일(324)
24521,2320,라록스펜정 60mg,24521,216,1,TL_56_단일(216)
24526,2321,장비오캡슐,24526,324,1,TL_56_단일(324)
24583,2322,구아내정 10mg/PTP,24583,1296,1,TL_11_단일(1296)
24585,2323,발사렉트정 160mg,24585,216,1,TL_56_단일(216)
24586,2324,발사렉트정 80mg,24586,216,1,TL_56_단일(216)
24602,2325,덱시부펜연질캡슐 300mg/PTP,24602,324,1,TL_56_단일(324)
24607,2326,로프람정 10mg,24607,1296,1,TL_56_단일(1296)
24608,2327,헤몰빈큐플러스캡슐 326.1mg/병,24608,324,1,TL_56_단일(324)
24625,2328,가스트릭캡슐 37.5mg,24625,324,1,TL_56_단일(324)
24630,2329,리피논정 80mg,24630,1296,1,TL_11_단일(1296)
24638,2330,에스암핀정,24638,216,1,TL_56_단일(216)
24649,2331,벤라팩트서방캡슐 37.5mg,24649,324,1,TL_56_단일(324)
24654,2332,레보틸정,24654,216,1,TL_56_단일(216)
24703,2333,디카틴정 330mg/PTP,24703,216,1,TL_56_단일(216)
24721,2334,가스베트정 5mg,24721,216,1,TL_56_단일(216)
24722,2335,아푸르탄정 150mg,24722,216,1,TL_56_단일(216)
24730,2336,베아비오캡슐(바실루스리케니포르미스균),24730,324,1,TL_56_단일(324)
24746,2337,코자정 100mg,24746,216,1,TL_56_단일(216)
24751,2338,토비애즈서방정 4mg,24751,1473,5,"TL_11_단일(1296), VL_1_조합(93), TL_3_조합(30), TL_7_조합(30), TL_8_조합(24)"
24752,2339,토비애즈서방정 8mg,24752,1296,1,TL_11_단일(1296)
24764,2340,디마겐정 0.84g/PTP,24764,1296,1,TL_11_단일(1296)
24769,2341,콜민콜드캡슐 200mg/PTP,24769,324,1,TL_56_단일(324)
24782,2342,가스리드정 5mg,24782,216,1,TL_56_단일(216)
24783,2343,판토라인정 20mg,24783,216,1,TL_56_단일(216)
24805,2344,엑스반정 80mg,24805,216,1,TL_56_단일(216)
24810,2345,나오미정 244mg/병,24810,216,1,TL_56_단일(216)
24812,2346,실리큐민연질캡슐 350mg,24812,324,1,TL_56_단일(324)
24830,2347,볼두민캡슐 100mg/PTP,24830,324,1,TL_56_단일(324)
24849,2348,놀텍정 10mg,24849,1641,6,"TL_56_단일(1296), VL_1_조합(144), TL_4_조합(81), TL_6_조합(72), TL_5_조합(36)"
24850,2349,놀텍정 10mg,24850,3,1,train_annotations(3)
24852,2350,덴트미정 35mg/PTP,24852,216,1,TL_56_단일(216)
24853,2351,펜잘큐정 300mg/PTP,24853,1296,1,TL_12_단일(1296)
24862,2352,류마이드정 10mg,24862,216,1,TL_56_단일(216)
24882,2353,콘티아민연질캡슐 300mg/PTP,24882,324,1,TL_56_단일(324)
24903,2354,가네탑플러스연질캡슐350mg/PTP,24903,324,1,TL_56_단일(324)
24913,2355,라니그린캡슐 250mg/병,24913,324,1,TL_56_단일(324)
24914,2356,엘카리나정 330mg/PTP,24914,216,1,TL_56_단일(216)
24923,2357,말라진정 237.5mg/병,24923,216,1,TL_56_단일(216)
24927,2358,에이올정 200mg/병,24927,216,1,TL_56_단일(216)
24938,2359,바이코비정 33.33mg/PTP,24938,324,1,TL_56_단일(324)
24940,2360,액티프롤정 60mg/PTP,24940,576,4,"TL_56_단일(216), TL_7_조합(180), TL_5_조합(111), TL_6_조합(69)"
24948,2361,디오살탄정 80mg,24948,216,1,TL_56_단일(216)
24949,2362,코큐헬씨타민연질캡슐 10mg/PTP,24949,324,1,TL_56_단일(324)
24978,2363,뉴바스트정 20mg,24978,1296,1,TL_12_단일(1296)
24979,2364,뉴바스트정 40mg,24979,1296,1,TL_12_단일(1296)
24980,2365,뉴바스트정 80mg,24980,1296,1,TL_12_단일(1296)
24994,2366,임팩타민파워정 50mg/병,24994,1296,1,TL_12_단일(1296)
24999,2367,노바스크정 10mg,24999,1296,1,TL_12_단일(1296)
25002,2368,토르셈정 2.5mg,25002,1296,1,TL_56_단일(1296)
25004,2369,슬림락정 13.11mg/PTP,25004,1296,1,TL_56_단일(1296)
25029,2370,센파워민정 17mg/병,25029,216,1,TL_56_단일(216)
25032,2371,코자플러스정,25032,1296,1,TL_12_단일(1296)
25039,2372,큐로스트츄정 5mg,25039,216,1,TL_56_단일(216)
25059,2373,안티스탁스정360mg/PTP,25059,216,1,TL_56_단일(216)
25074,2374,알부테크연질캡슐 100mg/병,25074,324,1,TL_56_단일(324)
25076,2375,에탈로프정 10mg,25076,216,1,TL_56_단일(216)
25077,2376,코자정(로사르탄칼륨),25077,1296,1,TL_56_단일(1296)
25089,2377,덴트큐캡슐 30mg/PTP,25089,324,1,TL_56_단일(324)
25096,2378,유리토스정,25096,216,1,TL_56_단일(216)
25102,2379,실리탑350연질캡슐 350mg/PTP,25102,324,1,TL_56_단일(324)
25119,2380,세티스정 10mg/PTP,25119,1296,1,TL_12_단일(1296)
25142,2381,바이틸린정,25142,216,1,TL_57_단일(216)
25148,2382,위티렌정,25148,216,1,TL_57_단일(216)
25161,2383,노즈코정 666.66mg/포,25161,216,1,TL_57_단일(216)
25168,2384,"제니텔정 400mg, 400kg",25168,216,1,TL_57_단일(216)
25174,2385,에스라진정 475mg/병,25174,216,1,TL_57_단일(216)
25176,2386,리버킹연질캡슐350mg,25176,324,1,TL_57_단일(324)
25177,2387,굿스펜연질캡슐 300mg/PTP,25177,324,1,TL_57_단일(324)
25181,2388,스테린정,25181,216,1,TL_57_단일(216)
25183,2389,아드바그랍서방캡슐 0.5mg,25183,324,1,TL_57_단일(324)
25184,2390,아드바그랍서방캡슐 1mg,25184,324,1,TL_57_단일(324)
25188,2391,뮤코펙트정(암브록솔염산염),25188,1296,1,TL_12_단일(1296)
25193,2392,스토마신캡슐 500mg/PTP,25193,1296,1,TL_12_단일(1296)
25199,2393,마이칼디정,25199,1746,5,"TL_12_단일(1296), TL_5_조합(207), TL_7_조합(162), TL_6_조합(78), TL_4_조합(3)"
25210,2394,애스렌정,25210,216,1,TL_57_단일(216)
25213,2395,아르칸정,25213,216,1,TL_57_단일(216)
25214,2396,위스틸렌정,25214,216,1,TL_57_단일(216)
25215,2397,애티렌정,25215,216,1,TL_57_단일(216)
25217,2398,스티플정,25217,216,1,TL_57_단일(216)
25220,2399,유틸린정,25220,216,1,TL_57_단일(216)
25222,2400,넥스틸정,25222,216,1,TL_57_단일(216)
25226,2401,유파칸정,25226,216,1,TL_57_단일(216)
25227,2402,위코트정,25227,216,1,TL_57_단일(216)
25229,2403,유파딘정,25229,216,1,TL_57_단일(216)
25237,2404,아미스정,25237,216,1,TL_57_단일(216)
25261,2405,뉴클로정 125mg/PTP,25261,1296,1,TL_12_단일(1296)
25267,2406,부스코판당의정(브롬화부틸스코폴라민),25267,1296,1,TL_57_단일(1296)
25274,2407,코엔드에프캡슐 3mg/PTP,25274,324,1,TL_57_단일(324)
25275,2408,부스코판플러스정 10mg/PTP,25275,1296,1,TL_12_단일(1296)
25282,2409,진코멕신정 120mg,25282,1296,1,TL_12_단일(1296)
25284,2410,젠타졸정 400mg/PTP,25284,1296,1,TL_12_단일(1296)
25286,2411,비시드에프정 250mg/병,25286,216,1,TL_57_단일(216)
25301,2412,휴티렌정,25301,216,1,TL_57_단일(216)
25303,2413,게스타렌정,25303,216,1,TL_57_단일(216)
25305,2414,위큐어정,25305,216,1,TL_57_단일(216)
25315,2415,스티민정,25315,216,1,TL_57_단일(216)
25318,2416,레믹실오디티정 15mg,25318,1296,1,TL_57_단일(1296)
25334,2417,뷰라인정 200mg/병,25334,216,1,TL_57_단일(216)
25335,2418,알룬정 200mg/병,25335,216,1,TL_57_단일(216)
25346,2419,슈렌정,25346,216,1,TL_57_단일(216)
25365,2420,액티브슬림정 200mg/병,25365,216,1,TL_57_단일(216)
25366,2421,자누메트정 50/850mg,25366,1761,6,"TL_12_단일(1296), TL_8_조합(198), TL_3_조합(108), TL_6_조합(105), TL_7_조합(36)"
25367,2422,자누메트정 50/850mg,25367,12,1,train_annotations(12)
25379,2423,엘탑정 330mg/PTP,25379,216,1,TL_57_단일(216)
25415,2424,슬림팍캡슐 250mg/PTP,25415,324,1,TL_57_단일(324)
25436,2425,스토마정,25436,216,1,TL_57_단일(216)
25437,2426,큐시드정 31.5mg/PTP,25437,1671,5,"TL_12_단일(1296), TL_4_조합(168), TL_1_조합(90), TL_7_조합(69), TL_6_조합(48)"
25438,2427,큐시드정 31.5mg/PTP,25438,6,1,train_annotations(6)
25457,2428,그날엔정 75mg/PTP,25457,1296,1,TL_12_단일(1296)
25468,2429,아모잘탄정 5/100mg,25468,1755,6,"TL_12_단일(1296), TL_8_조합(195), TL_3_조합(105), TL_6_조합(105), TL_7_조합(36)"
25469,2430,아모잘탄정 5/100mg,25469,1308,2,"TL_12_단일(1296), train_annotations(12)"
25473,2431,이프렌에스연질캡슐 300mg/PTP,25473,324,1,TL_57_단일(324)
25475,2432,우르스정 500mg/병,25475,216,1,TL_57_단일(216)
25480,2433,징큐라민정 120mg/PTP,25480,216,1,TL_57_단일(216)
25484,2434,징코센정 120mg/PTP,25484,216,1,TL_57_단일(216)
25494,2435,아르시딘정,25494,216,1,TL_57_단일(216)
25496,2436,리시브골드연질캡슐 350mg/PTP,25496,324,1,TL_57_단일(324)
25499,2437,판코타제정 175mg/PTP,25499,1296,1,TL_12_단일(1296)
25518,2438,자렐토정 10mg,25518,1296,1,TL_57_단일(1296)
25530,2439,다운슬링정 237.5mg/병,25530,216,1,TL_57_단일(216)
25531,2440,코크린정 500mg/PTP,25531,216,1,TL_57_단일(216)
25535,2441,그린노즈에스캡슐 3mg/PTP,25535,324,1,TL_57_단일(324)
25544,2442,이젠이캡슐 156mg/PTP,25544,324,1,TL_57_단일(324)
25560,2443,스타렉신정,25560,216,1,TL_57_단일(216)
25567,2444,써큐록신정120mg,25567,216,1,TL_57_단일(216)
25570,2445,본렉스이알캡슐 15mg,25570,324,1,TL_57_단일(324)
25576,2446,맥스리버연질캡슐350mg/PTP,25576,324,1,TL_58_단일(324)
25587,2447,헤파큐민연질캡슐 350mg,25587,324,1,TL_58_단일(324)
25595,2448,헤파피스연질캡슐 200mg/PTP,25595,324,1,TL_58_단일(324)
25600,2449,아로마에프캡슐 150mg/PTP,25600,324,1,TL_58_단일(324)
25628,2450,제로민연질캡슐 50mg/PTP,25628,324,1,TL_58_단일(324)
25647,2451,카이로정 500mg/PTP,25647,1296,1,TL_12_단일(1296)
25655,2452,에스빈연질캡슐 300mg/PTP,25655,324,1,TL_58_단일(324)
25658,2453,징코비스정 120mg/PTP,25658,216,1,TL_58_단일(216)
25690,2454,미가드정 2.5mg,25690,1296,1,TL_12_단일(1296)
25691,2455,마이녹실에스캡슐 100mg/PTP,25691,324,1,TL_58_단일(324)
25727,2456,칸데모어정 16mg,25727,1296,1,TL_12_단일(1296)
25779,2457,마이파워정 17mg/PTP,25779,216,1,TL_58_단일(216)
25790,2458,나노민연질캡슐 20mg/포,25790,324,1,TL_58_단일(324)
25796,2459,파베린정 15mg/PTP,25796,216,1,TL_58_단일(216)
25827,2460,맥스타제-에스정 80mg/PTP,25827,1296,1,TL_12_단일(1296)
25853,2461,경남비타민씨정 1031mg/PTP,25853,1296,1,TL_12_단일(1296)
25867,2462,핑크프로캡슐 265mg/PTP,25867,324,1,TL_58_단일(324)
25884,2463,박사르정 2mg,25884,216,1,TL_58_단일(216)
25885,2464,박사르정 4mg,25885,1296,1,TL_12_단일(1296)
25886,2465,아스몬정 10mg,25886,216,1,TL_58_단일(216)
25889,2466,유타렌정,25889,216,1,TL_58_단일(216)
25893,2467,페브릭정 80mg,25893,1296,1,TL_12_단일(1296)
25921,2468,둘코그린정 16.75mg/PTP,25921,216,1,TL_58_단일(216)
25926,2469,발사벨정 40mg,25926,216,1,TL_58_단일(216)
25928,2470,쥬르택정(염산세티리진),25928,216,1,TL_58_단일(216)
25936,2471,다비움정 500mg/병,25936,216,1,TL_58_단일(216)
25961,2472,알벤졸정 400mg/PTP,25961,216,1,TL_58_단일(216)
25965,2473,도파프로정 0.25mg,25965,216,1,TL_58_단일(216)
25967,2474,맥시쿨펜연질캡슐 300mg/PTP,25967,324,1,TL_58_단일(324)
25971,2475,뉴큅정 0.25mg,25971,216,1,TL_58_단일(216)
25974,2476,파라스트캡슐 256mg/PTP,25974,324,1,TL_58_단일(324)
25978,2477,리버큐연질캡슐(카르두스마리아누스엑스),25978,324,1,TL_58_단일(324)
25979,2478,아르텍연질캡슐10mg/PTP,25979,324,1,TL_58_단일(324)
25993,2479,다이제틴정 20mg/PTP,25993,216,1,TL_58_단일(216)
26058,2480,익수알벤졸정 400mg/PTP,26058,1296,1,TL_12_단일(1296)
26066,2481,아스테란캡슐(아세틸시스테인),26066,324,1,TL_58_단일(324)
26075,2482,멜린씨정 120mg/병,26075,216,1,TL_58_단일(216)
26092,2483,암씨롱큐정 300mg/PTP,26092,1296,1,TL_12_단일(1296)
26116,2484,액티리버골드연질캡슐 200mg/PTP,26116,324,1,TL_58_단일(324)
26123,2485,아민파워정 18.75mg/병,26123,216,1,TL_58_단일(216)
26134,2486,이탄탄플러스캡슐 150mg/PTP,26134,324,1,TL_58_단일(324)
26135,2487,코스펜정 60mg/PTP,26135,216,1,TL_58_단일(216)
26153,2488,고운자임수정 140mg/병,26153,216,1,TL_58_단일(216)
26173,2489,이튼돌플러스캡슐 30mg/PTP,26173,324,1,TL_58_단일(324)
26193,2490,복합유디리버연질캡슐 25mg/PTP,26193,324,1,TL_58_단일(324)
26197,2491,액티리버모닝연질캡슐 350mg/PTP,26197,324,1,TL_58_단일(324)
26205,2492,윈탈정 40mg/PTP,26205,216,1,TL_58_단일(216)
26217,2493,프리엔연질캡슐 300mg/PTP,26217,324,1,TL_58_단일(324)
26221,2494,파키놀정 0.25mg,26221,216,1,TL_58_단일(216)
26248,2495,이리보정 5mcg,26248,1296,1,TL_58_단일(1296)
26254,2496,쎄이네슘연질캡슐 500mg/PTP,26254,324,1,TL_58_단일(324)
26280,2497,렉사프로정 20mg,26280,1296,1,TL_12_단일(1296)
26297,2498,다이제스칸정 175mg/병,26297,216,1,TL_58_단일(216)
26298,2499,알세진정 10mg,26298,216,1,TL_58_단일(216)
26304,2500,칼비타디정,26304,216,1,TL_58_단일(216)
26350,2501,지메톨정 35mg/PTP,26350,216,1,TL_58_단일(216)
26384,2502,토코네슘연질캡슐 500mg/병,26384,324,1,TL_58_단일(324)
26402,2503,판토마그정 290.8mg/병,26402,216,1,TL_58_단일(216)
26426,2504,알지엔스피드연질캡슐10mg/PTP,26426,324,1,TL_58_단일(324)
26454,2505,클라리틴정(로라타딘),26454,1656,4,"TL_58_단일(1296), TL_7_조합(180), TL_5_조합(105), TL_6_조합(75)"
26542,2506,트레스탄츄정 75mg/PTP,26542,216,1,TL_59_단일(216)
26543,2507,이노베론필름코팅정 400mg,26543,216,1,TL_59_단일(216)
26544,2508,이노베론필름코팅정 200mg,26544,1296,1,TL_12_단일(1296)
26560,2509,알졸타정400mg/PTP,26560,1296,1,TL_12_단일(1296)
26570,2510,프릴리지정30mg/PTP,26570,1296,1,TL_59_단일(1296)
26580,2511,속시판정 175mg/PTP,26580,1296,1,TL_12_단일(1296)
26585,2512,페이론캡슐 500mg/병,26585,324,1,TL_59_단일(324)
26586,2513,프로코라란정 7.5mg,26586,1296,1,TL_59_단일(1296)
26587,2514,프로코라란정 5mg,26587,1296,1,TL_59_단일(1296)
26588,2515,트랜미정 50mg/PTP,26588,216,1,TL_59_단일(216)
26602,2516,메가슬림정 237.5mg/병,26602,216,1,TL_59_단일(216)
26619,2517,그날엔큐삼중정 75mg/PTP,26619,216,1,TL_59_단일(216)
26621,2518,케라민캡슐 20mg/PTP,26621,324,1,TL_59_단일(324)
26631,2519,둘코락스에스장용정 5mg/PTP,26631,1296,1,TL_59_단일(1296)
26635,2520,보령바이오아스트릭스캡슐 100mg,26635,1296,1,TL_12_단일(1296)
26666,2521,로나센정 2mg,26666,1296,1,TL_59_단일(1296)
26671,2522,리비알정(티볼론),26671,1296,1,TL_59_단일(1296)
26674,2523,에이포겔류마정 600mg/Alu-Alu,26674,216,1,TL_59_단일(216)
26693,2524,에스케이코스카플러스프로정,26693,1296,1,TL_12_단일(1296)
26714,2525,쎄로켈서방정 150mg,26714,1296,1,TL_12_단일(1296)
26740,2526,스트렙실허니앤레몬트로키 8.75mg/PTP,26740,1296,1,TL_12_단일(1296)
26787,2527,에키나포스프로텍트정 1140mg,26787,1080,1,TL_12_단일(1080)
26793,2528,이노엔로자탄플러스프로정,26793,216,1,TL_59_단일(216)
26806,2529,비스칸엔캡슐(바실루스리케니포르미스균),26806,324,1,TL_59_단일(324)
26812,2530,코디핀정 6mg,26812,1296,1,TL_59_단일(1296)
26817,2531,리넥신정,26817,1296,1,TL_12_단일(1296)
26821,2532,씨엔큐플러스연질캡슐 400mg/PTP,26821,324,1,TL_59_단일(324)
26826,2533,노자임캡슐10000 162.7mg/병,26826,324,1,TL_59_단일(324)
26840,2534,케라시딜캡슐 100mg/PTP,26840,324,1,TL_59_단일(324)
26873,2535,싱카스트츄정 4mg,26873,216,1,TL_59_단일(216)
26874,2536,싱카스트츄정 5mg,26874,216,1,TL_59_단일(216)
26875,2537,부광이토프리드정 50mg,26875,216,1,TL_59_단일(216)
26893,2538,보령부스파정 15mg,26893,1296,1,TL_12_단일(1296)
26899,2539,스타레보필름코팅정 125/31.25/200mg,26899,1296,1,TL_12_단일(1296)
26972,2540,조페닐정 15mg,26972,216,1,TL_59_단일(216)
26992,2541,원더칼-디츄어블정,26992,1746,5,"TL_12_단일(1296), TL_5_조합(207), TL_7_조합(162), TL_6_조합(78), TL_4_조합(3)"
27005,2542,레미닐피알서방캡슐 8mg,27005,324,1,TL_59_단일(324)
27006,2543,레미닐피알서방캡슐 16mg,27006,324,1,TL_59_단일(324)
27007,2544,레미닐피알서방캡슐 24mg,27007,324,1,TL_59_단일(324)
27010,2545,지노티넬정 150mg,27010,216,1,TL_59_단일(216)
27023,2546,오스트론정 150mg,27023,216,1,TL_59_단일(216)
