json_path,file_name,image_id,bbox_idx,label_name,item_seq,drug_shape,img_w,img_h,x,y,w,h,area,rel_area,aspect,neg_coord,nonpos_wh,oob,nan_inf
data\train_annotations\K-003351-020014-036637_json\K-036637\K-003351-020014-036637_0_2_1_2_90_000_200.json,K-003351-020014-036637_0_2_1_2_90_000_200.png,1335,0,로수젯정10/5밀리그램,201503658,타원형,976,1280,628,778,193,259,49987,0.04001264728483606,0.7451737451737451,False,False,False,False
data\train_annotations\K-003351-020014-038162_json\K-003351\K-003351-020014-038162_0_2_0_2_70_000_200.json,K-003351-020014-038162_0_2_0_2_70_000_200.png,538,0,일양하이트린정 2mg,199101125,원형,976,1280,427,908,190,192,36480,0.02920081967213115,0.9895833333333334,False,False,False,False
data\train_annotations\K-003351-020014-038162_json\K-020014\K-003351-020014-038162_0_2_0_2_70_000_200.json,K-003351-020014-038162_0_2_0_2_70_000_200.png,538,0,마도파정,200611524,원형,976,1280,573,239,337,313,105481,0.08443343365778688,1.0766773162939298,False,False,False,False
data\train_annotations\K-003351-020014-038162_json\K-038162\K-003351-020014-038162_0_2_0_2_70_000_200.json,K-003351-020014-038162_0_2_0_2_70_000_200.png,538,0,로수바미브정 10/20mg,201600318,타원형,976,1280,151,216,201,296,59496,0.04762423155737705,0.6790540540540541,False,False,False,False
data\train_annotations\K-003351-020238-031863_json\K-003351\K-003351-020238-031863_0_2_0_2_70_000_200.json,K-003351-020238-031863_0_2_0_2_70_000_200.png,907,0,일양하이트린정 2mg,199101125,원형,976,1280,446,844,190,191,36290,0.02904873206967213,0.9947643979057592,False,False,False,False
data\train_annotations\K-003351-020238-031863_json\K-003351\K-003351-020238-031863_0_2_0_2_90_000_200.json,K-003351-020238-031863_0_2_0_2_90_000_200.png,909,0,일양하이트린정 2mg,199101125,원형,976,1280,347,253,182,185,33670,0.02695152407786885,0.9837837837837838,False,False,False,False
data\train_annotations\K-003351-020238-031863_json\K-020238\K-003351-020238-031863_0_2_0_2_70_000_200.json,K-003351-020238-031863_0_2_0_2_70_000_200.png,907,0,플라빅스정 75mg,200700907,원형,976,1280,446,844,190,191,36290,0.02904873206967213,0.9947643979057592,False,False,False,False
data\train_annotations\K-003351-020238-031863_json\K-020238\K-003351-020238-031863_0_2_0_2_90_000_200.json,K-003351-020238-031863_0_2_0_2_90_000_200.png,909,0,플라빅스정 75mg,200700907,원형,976,1280,160,804,223,223,49729,0.039806128329918034,1.0,False,False,False,False
data\train_annotations\K-003351-020238-031863_json\K-031863\K-003351-020238-031863_0_2_0_2_70_000_200.json,K-003351-020238-031863_0_2_0_2_70_000_200.png,907,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,159,285,207,207,42849,0.03429895619877049,1.0,False,False,False,False
data\train_annotations\K-003351-020238-031863_json\K-031863\K-003351-020238-031863_0_2_0_2_90_000_200.json,K-003351-020238-031863_0_2_0_2_90_000_200.png,909,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,614,835,204,205,41820,0.033475281762295084,0.9951219512195122,False,False,False,False
data\train_annotations\K-003351-020238-032310_json\K-003351\K-003351-020238-032310_0_2_0_2_70_000_200.json,K-003351-020238-032310_0_2_0_2_70_000_200.png,814,0,일양하이트린정 2mg,199101125,원형,976,1280,385,859,193,194,37442,0.029970863217213116,0.9948453608247423,False,False,False,False
data\train_annotations\K-003351-020238-032310_json\K-003351\K-003351-020238-032310_0_2_0_2_90_000_200.json,K-003351-020238-032310_0_2_0_2_90_000_200.png,816,0,일양하이트린정 2mg,199101125,원형,976,1280,403,226,184,183,33672,0.026953125,1.005464480874317,False,False,False,False
data\train_annotations\K-003351-020238-032310_json\K-020238\K-003351-020238-032310_0_2_0_2_70_000_200.json,K-003351-020238-032310_0_2_0_2_70_000_200.png,814,0,플라빅스정 75mg,200700907,원형,976,1280,602,288,221,212,46852,0.03750320184426229,1.0424528301886793,False,False,False,False
data\train_annotations\K-003351-020238-032310_json\K-020238\K-003351-020238-032310_0_2_0_2_90_000_200.json,K-003351-020238-032310_0_2_0_2_90_000_200.png,816,0,플라빅스정 75mg,200700907,원형,976,1280,144,800,225,222,49950,0.03998303022540984,1.0135135135135136,False,False,False,False
data\train_annotations\K-003351-020238-032310_json\K-032310\K-003351-020238-032310_0_2_0_2_70_000_200.json,K-003351-020238-032310_0_2_0_2_70_000_200.png,814,0,글리아타민연질캡슐,201310719,타원형,976,1280,151,231,263,332,87316,0.06989305840163934,0.7921686746987951,False,False,False,False
data\train_annotations\K-003351-020238-032310_json\K-032310\K-003351-020238-032310_0_2_0_2_90_000_200.json,K-003351-020238-032310_0_2_0_2_90_000_200.png,816,0,글리아타민연질캡슐,201310719,타원형,976,1280,560,715,277,356,98612,0.07893506659836065,0.7780898876404494,False,False,False,False
data\train_annotations\K-003351-020238-033880_json\K-003351\K-003351-020238-033880_0_2_0_2_75_000_200.json,K-003351-020238-033880_0_2_0_2_75_000_200.png,1403,0,일양하이트린정 2mg,199101125,원형,976,1280,325,155,185,188,34780,0.027840035860655737,0.9840425531914894,False,False,False,False
data\train_annotations\K-003351-020238-033880_json\K-020238\K-003351-020238-033880_0_2_0_2_75_000_200.json,K-003351-020238-033880_0_2_0_2_75_000_200.png,1403,0,플라빅스정 75mg,200700907,원형,976,1280,630,672,231,229,52899,0.04234358990778689,1.0087336244541485,False,False,False,False
data\train_annotations\K-003351-020238-033880_json\K-033880\K-003351-020238-033880_0_2_0_2_75_000_200.json,K-003351-020238-033880_0_2_0_2_75_000_200.png,1403,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,78,634,403,395,159185,0.12742139472336064,1.0202531645569621,False,False,False,False
data\train_annotations\K-003351-020238-041768_json\K-003351\K-003351-020238-041768_0_2_0_2_75_000_200.json,K-003351-020238-041768_0_2_0_2_75_000_200.png,260,0,일양하이트린정 2mg,199101125,원형,976,1280,364,143,184,194,35696,0.02857325819672131,0.9484536082474226,False,False,False,False
data\train_annotations\K-003351-020238-041768_json\K-003351\K-003351-020238-041768_0_2_0_2_90_000_200.json,K-003351-020238-041768_0_2_0_2_90_000_200.png,261,0,일양하이트린정 2mg,199101125,원형,976,1280,406,203,183,188,34404,0.0275390625,0.973404255319149,False,False,False,False
data\train_annotations\K-003351-020238-041768_json\K-020238\K-003351-020238-041768_0_2_0_2_75_000_200.json,K-003351-020238-041768_0_2_0_2_75_000_200.png,260,0,플라빅스정 75mg,200700907,원형,976,1280,93,731,232,229,53128,0.04252689549180328,1.0131004366812226,False,False,False,False
data\train_annotations\K-003351-020238-041768_json\K-020238\K-003351-020238-041768_0_2_0_2_90_000_200.json,K-003351-020238-041768_0_2_0_2_90_000_200.png,261,0,플라빅스정 75mg,200700907,원형,976,1280,137,820,229,224,51296,0.041060450819672134,1.0223214285714286,False,False,False,False
data\train_annotations\K-003351-020238-041768_json\K-041768\K-003351-020238-041768_0_2_0_2_75_000_200.json,K-003351-020238-041768_0_2_0_2_75_000_200.png,260,0,카발린캡슐 25mg,201702674,장방형,976,1280,563,652,279,301,83979,0.06722191982581967,0.9269102990033222,False,False,False,False
data\train_annotations\K-003351-020238-041768_json\K-041768\K-003351-020238-041768_0_2_0_2_90_000_200.json,K-003351-020238-041768_0_2_0_2_90_000_200.png,261,0,카발린캡슐 25mg,201702674,장방형,976,1280,607,744,272,299,81328,0.06509989754098361,0.9096989966555183,False,False,False,False
data\train_annotations\K-003351-021325-031863_json\K-003351\K-003351-021325-031863_0_2_0_2_70_000_200.json,K-003351-021325-031863_0_2_0_2_70_000_200.png,1486,0,일양하이트린정 2mg,199101125,원형,976,1280,399,893,189,191,36099,0.02889584400614754,0.9895287958115183,False,False,False,False
data\train_annotations\K-003351-021325-031863_json\K-003351\K-003351-021325-031863_0_2_0_2_75_000_200.json,K-003351-021325-031863_0_2_0_2_75_000_200.png,1487,0,일양하이트린정 2mg,199101125,원형,976,1280,351,148,183,189,34587,0.027685546875,0.9682539682539683,False,False,False,False
data\train_annotations\K-003351-021325-031863_json\K-021325\K-003351-021325-031863_0_2_0_2_70_000_200.json,K-003351-021325-031863_0_2_0_2_70_000_200.png,1486,0,아토르바정 10mg,200705992,타원형,976,1280,559,296,201,197,39597,0.03169585681352459,1.0203045685279188,False,False,False,False
data\train_annotations\K-003351-021325-031863_json\K-021325\K-003351-021325-031863_0_2_0_2_75_000_200.json,K-003351-021325-031863_0_2_0_2_75_000_200.png,1487,0,아토르바정 10mg,200705992,타원형,976,1280,170,736,204,207,42228,0.03380186987704918,0.9855072463768116,False,False,False,False
data\train_annotations\K-003351-021325-031863_json\K-031863\K-003351-021325-031863_0_2_0_2_70_000_200.json,K-003351-021325-031863_0_2_0_2_70_000_200.png,1486,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,146,289,207,207,42849,0.03429895619877049,1.0,False,False,False,False
data\train_annotations\K-003351-021325-031863_json\K-031863\K-003351-021325-031863_0_2_0_2_75_000_200.json,K-003351-021325-031863_0_2_0_2_75_000_200.png,1487,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,591,742,207,214,44298,0.035458824282786884,0.9672897196261683,False,False,False,False
data\train_annotations\K-003351-021325-032310_json\K-003351\K-003351-021325-032310_0_2_0_2_75_000_200.json,K-003351-021325-032310_0_2_0_2_75_000_200.png,1382,0,일양하이트린정 2mg,199101125,원형,976,1280,343,182,180,187,33660,0.026943519467213115,0.9625668449197861,False,False,False,False
data\train_annotations\K-003351-021325-032310_json\K-003351\K-003351-021325-032310_0_2_0_2_90_000_200.json,K-003351-021325-032310_0_2_0_2_90_000_200.png,1383,0,일양하이트린정 2mg,199101125,원형,976,1280,382,242,185,183,33855,0.027099609375,1.010928961748634,False,False,False,False
data\train_annotations\K-003351-021325-032310_json\K-021325\K-003351-021325-032310_0_2_0_2_75_000_200.json,K-003351-021325-032310_0_2_0_2_75_000_200.png,1382,0,아토르바정 10mg,200705992,타원형,976,1280,48,808,251,146,36646,0.029333696209016394,1.7191780821917808,False,False,False,False
data\train_annotations\K-003351-021325-032310_json\K-021325\K-003351-021325-032310_0_2_0_2_90_000_200.json,K-003351-021325-032310_0_2_0_2_90_000_200.png,1383,0,아토르바정 10mg,200705992,타원형,976,1280,91,893,245,143,35035,0.02804415343237705,1.7132867132867133,False,False,False,False
data\train_annotations\K-003351-021325-032310_json\K-032310\K-003351-021325-032310_0_2_0_2_75_000_200.json,K-003351-021325-032310_0_2_0_2_75_000_200.png,1382,0,글리아타민연질캡슐,201310719,타원형,976,1280,540,718,383,246,94218,0.0754178406762295,1.556910569105691,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-003351\K-003351-021325-033880_0_2_0_2_70_000_200.json,K-003351-021325-033880_0_2_0_2_70_000_200.png,790,0,일양하이트린정 2mg,199101125,원형,976,1280,427,839,189,182,34398,0.027534259733606556,1.0384615384615385,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-003351\K-003351-021325-033880_0_2_0_2_75_000_200.json,K-003351-021325-033880_0_2_0_2_75_000_200.png,791,0,일양하이트린정 2mg,199101125,원형,976,1280,324,200,185,189,34965,0.027988121157786885,0.9788359788359788,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-003351\K-003351-021325-033880_0_2_0_2_90_000_200.json,K-003351-021325-033880_0_2_0_2_90_000_200.png,792,0,일양하이트린정 2mg,199101125,원형,976,1280,363,261,186,184,34224,0.02739497950819672,1.0108695652173914,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-021325\K-003351-021325-033880_0_2_0_2_70_000_200.json,K-003351-021325-033880_0_2_0_2_70_000_200.png,790,0,아토르바정 10mg,200705992,타원형,976,1280,138,298,190,208,39520,0.03163422131147541,0.9134615384615384,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-021325\K-003351-021325-033880_0_2_0_2_75_000_200.json,K-003351-021325-033880_0_2_0_2_75_000_200.png,791,0,아토르바정 10mg,200705992,타원형,976,1280,613,730,198,217,42966,0.03439261014344262,0.9124423963133641,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-021325\K-003351-021325-033880_0_2_0_2_90_000_200.json,K-003351-021325-033880_0_2_0_2_90_000_200.png,792,0,아토르바정 10mg,200705992,타원형,976,1280,654,820,191,211,40301,0.032259381403688524,0.9052132701421801,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-033880\K-003351-021325-033880_0_2_0_2_70_000_200.json,K-003351-021325-033880_0_2_0_2_70_000_200.png,790,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,500,201,350,400,140000,0.11206454918032786,0.875,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-033880\K-003351-021325-033880_0_2_0_2_75_000_200.json,K-003351-021325-033880_0_2_0_2_75_000_200.png,791,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,75,597,364,422,153608,0.12295722336065573,0.8625592417061612,False,False,False,False
data\train_annotations\K-003351-021325-033880_json\K-033880\K-003351-021325-033880_0_2_0_2_90_000_200.json,K-003351-021325-033880_0_2_0_2_90_000_200.png,792,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,119,698,363,408,148104,0.1185514856557377,0.8897058823529411,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-003351\K-003351-021325-041768_0_2_0_2_70_000_200.json,K-003351-021325-041768_0_2_0_2_70_000_200.png,424,0,일양하이트린정 2mg,199101125,원형,976,1280,455,873,185,191,35335,0.02828429175204918,0.9685863874345549,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-003351\K-003351-021325-041768_0_2_0_2_75_000_200.json,K-003351-021325-041768_0_2_0_2_75_000_200.png,425,0,일양하이트린정 2mg,199101125,원형,976,1280,298,166,186,190,35340,0.02828829405737705,0.9789473684210527,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-003351\K-003351-021325-041768_0_2_0_2_90_000_200.json,K-003351-021325-041768_0_2_0_2_90_000_200.png,426,0,일양하이트린정 2mg,199101125,원형,976,1280,339,226,185,183,33855,0.027099609375,1.010928961748634,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-021325\K-003351-021325-041768_0_2_0_2_70_000_200.json,K-003351-021325-041768_0_2_0_2_70_000_200.png,424,0,아토르바정 10mg,200705992,타원형,976,1280,609,291,180,213,38340,0.03068967725409836,0.8450704225352113,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-021325\K-003351-021325-041768_0_2_0_2_75_000_200.json,K-003351-021325-041768_0_2_0_2_75_000_200.png,425,0,아토르바정 10mg,200705992,타원형,976,1280,139,725,185,223,41255,0.0330230212602459,0.8295964125560538,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-021325\K-003351-021325-041768_0_2_0_2_90_000_200.json,K-003351-021325-041768_0_2_0_2_90_000_200.png,426,0,아토르바정 10mg,200705992,타원형,976,1280,180,812,186,220,40920,0.03275486680327869,0.8454545454545455,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-041768\K-003351-021325-041768_0_2_0_2_70_000_200.json,K-003351-021325-041768_0_2_0_2_70_000_200.png,424,0,카발린캡슐 25mg,201702674,장방형,976,1280,117,289,266,288,76608,0.06132172131147541,0.9236111111111112,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-041768\K-003351-021325-041768_0_2_0_2_75_000_200.json,K-003351-021325-041768_0_2_0_2_75_000_200.png,425,0,카발린캡슐 25mg,201702674,장방형,976,1280,561,643,274,303,83022,0.06645587858606557,0.9042904290429042,False,False,False,False
data\train_annotations\K-003351-021325-041768_json\K-041768\K-003351-021325-041768_0_2_0_2_90_000_200.json,K-003351-021325-041768_0_2_0_2_90_000_200.png,426,0,카발린캡슐 25mg,201702674,장방형,976,1280,605,735,270,302,81540,0.06526959528688525,0.8940397350993378,False,False,False,False
data\train_annotations\K-003351-022074-031863_json\K-003351\K-003351-022074-031863_0_2_0_2_75_000_200.json,K-003351-022074-031863_0_2_0_2_75_000_200.png,1349,0,일양하이트린정 2mg,199101125,원형,976,1280,385,163,183,187,34221,0.027392578125,0.9786096256684492,False,False,False,False
data\train_annotations\K-003351-022074-031863_json\K-022074\K-003351-022074-031863_0_2_0_2_75_000_200.json,K-003351-022074-031863_0_2_0_2_75_000_200.png,1349,0,리피로우정 20mg,200709390,원형,976,1280,64,725,185,193,35705,0.028580462346311477,0.9585492227979274,False,False,False,False
data\train_annotations\K-003351-022074-031863_json\K-031863\K-003351-022074-031863_0_2_0_2_75_000_200.json,K-003351-022074-031863_0_2_0_2_75_000_200.png,1349,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,551,769,207,213,44091,0.03529312884221311,0.971830985915493,False,False,False,False
data\train_annotations\K-003351-022074-032310_json\K-003351\K-003351-022074-032310_0_2_0_2_75_000_200.json,K-003351-022074-032310_0_2_0_2_75_000_200.png,1205,0,일양하이트린정 2mg,199101125,원형,976,1280,355,167,179,186,33294,0.026650550717213114,0.9623655913978495,False,False,False,False
data\train_annotations\K-003351-022074-032310_json\K-022074\K-003351-022074-032310_0_2_0_2_75_000_200.json,K-003351-022074-032310_0_2_0_2_75_000_200.png,1205,0,리피로우정 20mg,200709390,원형,976,1280,51,762,189,196,37044,0.029652279713114755,0.9642857142857143,False,False,False,False
data\train_annotations\K-003351-022074-032310_json\K-032310\K-003351-022074-032310_0_2_0_2_75_000_200.json,K-003351-022074-032310_0_2_0_2_75_000_200.png,1205,0,글리아타민연질캡슐,201310719,타원형,976,1280,529,713,361,280,101080,0.08091060450819672,1.2892857142857144,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-003351\K-003351-022074-033880_0_2_0_2_70_000_200.json,K-003351-022074-033880_0_2_0_2_70_000_200.png,976,0,일양하이트린정 2mg,199101125,원형,976,1280,394,876,190,195,37050,0.0296570824795082,0.9743589743589743,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-003351\K-003351-022074-033880_0_2_0_2_75_000_200.json,K-003351-022074-033880_0_2_0_2_75_000_200.png,977,0,일양하이트린정 2mg,199101125,원형,976,1280,353,163,189,188,35532,0.02844198258196721,1.0053191489361701,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-003351\K-003351-022074-033880_0_2_0_2_90_000_200.json,K-003351-022074-033880_0_2_0_2_90_000_200.png,978,0,일양하이트린정 2mg,199101125,원형,976,1280,397,223,186,182,33852,0.02709720799180328,1.021978021978022,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-022074\K-003351-022074-033880_0_2_0_2_70_000_200.json,K-003351-022074-033880_0_2_0_2_70_000_200.png,976,0,리피로우정 20mg,200709390,원형,976,1280,108,324,190,189,35910,0.0287445568647541,1.0052910052910053,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-022074\K-003351-022074-033880_0_2_0_2_75_000_200.json,K-003351-022074-033880_0_2_0_2_75_000_200.png,977,0,리피로우정 20mg,200709390,원형,976,1280,649,712,189,195,36855,0.029500992571721313,0.9692307692307692,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-022074\K-003351-022074-033880_0_2_0_2_90_000_200.json,K-003351-022074-033880_0_2_0_2_90_000_200.png,978,0,리피로우정 20mg,200709390,원형,976,1280,688,806,184,186,34224,0.02739497950819672,0.989247311827957,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-033880\K-003351-022074-033880_0_2_0_2_70_000_200.json,K-003351-022074-033880_0_2_0_2_70_000_200.png,976,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,477,247,437,280,122360,0.09794441598360656,1.5607142857142857,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-033880\K-003351-022074-033880_0_2_0_2_75_000_200.json,K-003351-022074-033880_0_2_0_2_75_000_200.png,977,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,10,677,451,290,130790,0.10469230276639344,1.5551724137931036,False,False,False,False
data\train_annotations\K-003351-022074-033880_json\K-033880\K-003351-022074-033880_0_2_0_2_90_000_200.json,K-003351-022074-033880_0_2_0_2_90_000_200.png,978,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,58,775,442,283,125086,0.10012647284836065,1.5618374558303887,False,False,False,False
data\train_annotations\K-003351-029667-031863_json\K-003351\K-003351-029667-031863_0_2_0_2_70_000_200.json,K-003351-029667-031863_0_2_0_2_70_000_200.png,208,0,일양하이트린정 2mg,199101125,원형,976,1280,178,249,205,203,41615,0.03331118724385246,1.0098522167487685,False,False,False,False
data\train_annotations\K-003351-029667-031863_json\K-003351\K-003351-029667-031863_0_2_0_2_75_000_200.json,K-003351-029667-031863_0_2_0_2_75_000_200.png,209,0,일양하이트린정 2mg,199101125,원형,976,1280,377,183,185,190,35150,0.028136206454918034,0.9736842105263158,False,False,False,False
data\train_annotations\K-003351-029667-031863_json\K-029667\K-003351-029667-031863_0_2_0_2_70_000_200.json,K-003351-029667-031863_0_2_0_2_70_000_200.png,208,0,리바로정 4mg,201205253,원형,976,1280,580,336,227,227,51529,0.04124695824795082,1.0,False,False,False,False
data\train_annotations\K-003351-029667-031863_json\K-029667\K-003351-029667-031863_0_2_0_2_75_000_200.json,K-003351-029667-031863_0_2_0_2_75_000_200.png,209,0,리바로정 4mg,201205253,원형,976,1280,120,662,234,232,54288,0.04345543032786885,1.0086206896551724,False,False,False,False
data\train_annotations\K-003351-029667-031863_json\K-031863\K-003351-029667-031863_0_2_0_2_70_000_200.json,K-003351-029667-031863_0_2_0_2_70_000_200.png,208,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,178,249,205,203,41615,0.03331118724385246,1.0098522167487685,False,False,False,False
data\train_annotations\K-003351-029667-031863_json\K-031863\K-003351-029667-031863_0_2_0_2_75_000_200.json,K-003351-029667-031863_0_2_0_2_75_000_200.png,209,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,559,786,209,214,44726,0.03580142161885246,0.9766355140186916,False,False,False,False
data\train_annotations\K-003351-029667-032310_json\K-003351\K-003351-029667-032310_0_2_0_2_70_000_200.json,K-003351-029667-032310_0_2_0_2_70_000_200.png,94,0,일양하이트린정 2mg,199101125,원형,976,1280,412,844,189,195,36855,0.029500992571721313,0.9692307692307692,False,False,False,False
data\train_annotations\K-003351-029667-032310_json\K-003351\K-003351-029667-032310_0_2_0_2_90_000_200.json,K-003351-029667-032310_0_2_0_2_90_000_200.png,96,0,일양하이트린정 2mg,199101125,원형,976,1280,381,239,183,185,33855,0.027099609375,0.9891891891891892,False,False,False,False
data\train_annotations\K-003351-029667-032310_json\K-029667\K-003351-029667-032310_0_2_0_2_70_000_200.json,K-003351-029667-032310_0_2_0_2_70_000_200.png,94,0,리바로정 4mg,201205253,원형,976,1280,636,254,222,217,48174,0.03856141137295082,1.023041474654378,False,False,False,False
data\train_annotations\K-003351-029667-032310_json\K-029667\K-003351-029667-032310_0_2_0_2_90_000_200.json,K-003351-029667-032310_0_2_0_2_90_000_200.png,96,0,리바로정 4mg,201205253,원형,976,1280,105,833,230,223,51290,0.04105564805327869,1.031390134529148,False,False,False,False
data\train_annotations\K-003351-029667-032310_json\K-032310\K-003351-029667-032310_0_2_0_2_70_000_200.json,K-003351-029667-032310_0_2_0_2_70_000_200.png,94,0,글리아타민연질캡슐,201310719,타원형,976,1280,70,238,368,229,84272,0.06745645491803279,1.6069868995633187,False,False,False,False
data\train_annotations\K-003351-029667-032310_json\K-032310\K-003351-029667-032310_0_2_0_2_90_000_200.json,K-003351-029667-032310_0_2_0_2_90_000_200.png,96,0,글리아타민연질캡슐,201310719,타원형,976,1280,540,819,380,239,90820,0.07269787397540983,1.5899581589958158,False,False,False,False
data\train_annotations\K-003351-029667-033880_json\K-003351\K-003351-029667-033880_0_2_0_2_70_000_200.json,K-003351-029667-033880_0_2_0_2_70_000_200.png,607,0,일양하이트린정 2mg,199101125,원형,976,1280,407,847,190,191,36290,0.02904873206967213,0.9947643979057592,False,False,False,False
data\train_annotations\K-003351-029667-033880_json\K-003351\K-003351-029667-033880_0_2_0_2_90_000_200.json,K-003351-029667-033880_0_2_0_2_90_000_200.png,609,0,일양하이트린정 2mg,199101125,원형,976,1280,382,254,185,181,33485,0.026803438780737706,1.022099447513812,False,False,False,False
data\train_annotations\K-003351-029667-033880_json\K-029667\K-003351-029667-033880_0_2_0_2_70_000_200.json,K-003351-029667-033880_0_2_0_2_70_000_200.png,607,0,리바로정 4mg,201205253,원형,976,1280,124,281,229,227,51983,0.04161036757172131,1.0088105726872247,False,False,False,False
data\train_annotations\K-003351-029667-033880_json\K-029667\K-003351-029667-033880_0_2_0_2_90_000_200.json,K-003351-029667-033880_0_2_0_2_90_000_200.png,609,0,리바로정 4mg,201205253,원형,976,1280,630,814,228,223,50844,0.04069864241803279,1.0224215246636772,False,False,False,False
data\train_annotations\K-003351-029667-033880_json\K-033880\K-003351-029667-033880_0_2_0_2_70_000_200.json,K-003351-029667-033880_0_2_0_2_70_000_200.png,607,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,570,172,305,424,129320,0.103515625,0.7193396226415094,False,False,False,False
data\train_annotations\K-003351-029667-033880_json\K-033880\K-003351-029667-033880_0_2_0_2_90_000_200.json,K-003351-029667-033880_0_2_0_2_90_000_200.png,609,0,글리틴정(콜린알포세레이트),201403839,타원형,976,1280,94,707,310,434,134540,0.10769403176229508,0.7142857142857143,False,False,False,False
data\train_annotations\K-003351-029667-041768_json\K-003351\K-003351-029667-041768_0_2_0_2_90_000_200.json,K-003351-029667-041768_0_2_0_2_90_000_200.png,969,0,일양하이트린정 2mg,199101125,원형,976,1280,382,212,185,184,34040,0.02724769467213115,1.0054347826086956,False,False,False,False
data\train_annotations\K-003351-029667-041768_json\K-029667\K-003351-029667-041768_0_2_0_2_90_000_200.json,K-003351-029667-041768_0_2_0_2_90_000_200.png,969,0,리바로정 4mg,201205253,원형,976,1280,153,785,228,226,51528,0.04124615778688524,1.008849557522124,False,False,False,False
data\train_annotations\K-003351-029667-041768_json\K-041768\K-003351-029667-041768_0_2_0_2_90_000_200.json,K-003351-029667-041768_0_2_0_2_90_000_200.png,969,0,카발린캡슐 25mg,201702674,장방형,976,1280,602,712,260,314,81640,0.06534964139344263,0.8280254777070064,False,False,False,False
data\train_annotations\K-003351-031863-035206_json\K-003351\K-003351-031863-035206_0_2_0_2_75_000_200.json,K-003351-031863-035206_0_2_0_2_75_000_200.png,887,0,일양하이트린정 2mg,199101125,원형,976,1280,338,148,184,190,34960,0.027984118852459015,0.968421052631579,False,False,False,False
data\train_annotations\K-003351-031863-035206_json\K-031863\K-003351-031863-035206_0_2_0_2_75_000_200.json,K-003351-031863-035206_0_2_0_2_75_000_200.png,887,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,572,746,211,213,44943,0.03597512167008197,0.9906103286384976,False,False,False,False
data\train_annotations\K-003351-031863-035206_json\K-035206\K-003351-031863-035206_0_2_0_2_75_000_200.json,K-003351-031863-035206_0_2_0_2_75_000_200.png,887,0,아토젯정 10/40mg,201500365,타원형,976,1280,124,553,267,399,106533,0.0852755186987705,0.6691729323308271,False,False,False,False
data\train_annotations\K-003351-031863-038162_json\K-003351\K-003351-031863-038162_0_2_0_2_70_000_200.json,K-003351-031863-038162_0_2_0_2_70_000_200.png,505,0,일양하이트린정 2mg,199101125,원형,976,1280,398,901,188,191,35908,0.028742955942622953,0.9842931937172775,False,False,False,False
data\train_annotations\K-003351-031863-038162_json\K-031863\K-003351-031863-038162_0_2_0_2_70_000_200.json,K-003351-031863-038162_0_2_0_2_70_000_200.png,505,0,아질렉트정(라사길린메실산염),201309347,원형,976,1280,637,326,206,206,42436,0.033968365778688524,1.0,False,False,False,False
