json_path,file_name,width,height,image_id,drug_N,drug_S,item_seq,dl_idx,dl_mapping_code,dl_name,dl_company,dl_material,di_class_no,di_etc_otc_code,back_color,drug_dir,light_color,camera_la,camera_lo,size,drug_shape,dl_custom_shape,form_code_name,color_class1,color_class2,print_front,print_back,line_front,line_back,label_cids,label_names,n_ann_total,n_ann_bbox_exists,n_ann_bbox_valid,bboxes,label_cid,label_name,is_multilabel
data\train_annotations\K-003351-020014-035206_json\K-020014\K-003351-020014-035206_0_2_0_2_90_000_200.json,K-003351-020014-035206_0_2_0_2_90_000_200.png,976,1280,846,K-020014,정상알약,200611524,20014,K-020014,마도파정,(주)한국로슈,레보도파|염산벤세라짓,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,분홍,,RO분할선C분할선HE분할선마크분할선,십자분할선,+,+,[20014],['마도파정'],1,1,1,"[[69, 708, 347, 339]]",20014,마도파정,False
data\train_annotations\K-003351-020014-035206_json\K-035206\K-003351-020014-035206_0_2_0_2_70_000_200.json,K-003351-020014-035206_0_2_0_2_70_000_200.png,976,1280,844,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[146, 287, 310, 366]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003351-020014-035206_json\K-035206\K-003351-020014-035206_0_2_0_2_75_000_200.json,K-003351-020014-035206_0_2_0_2_75_000_200.png,976,1280,845,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[483, 550, 323, 380]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003351-020014-035206_json\K-035206\K-003351-020014-035206_0_2_0_2_90_000_200.json,K-003351-020014-035206_0_2_0_2_90_000_200.png,976,1280,846,K-035206,정상알약,201500365,35206,K-035206,아토젯정 10/40mg,한국엠에스디(주),에제티미브|아토르바스타틴칼슘삼수화물,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,337,,,,[35206],['아토젯정 10/40mg'],1,1,1,"[[526, 652, 314, 369]]",35206,아토젯정 10/40mg,False
data\train_annotations\K-003351-020014-036637_json\K-003351\K-003351-020014-036637_0_2_1_2_75_000_200.json,K-003351-020014-036637_0_2_1_2_75_000_200.png,976,1280,1334,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,뒷면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[348, 119, 184, 188]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020014-036637_json\K-003351\K-003351-020014-036637_0_2_1_2_90_000_200.json,K-003351-020014-036637_0_2_1_2_90_000_200.png,976,1280,1335,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,뒷면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[388, 174, 185, 186]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020014-036637_json\K-020014\K-003351-020014-036637_0_2_1_2_75_000_200.json,K-003351-020014-036637_0_2_1_2_75_000_200.png,976,1280,1334,K-020014,정상알약,200611524,20014,K-020014,마도파정,(주)한국로슈,레보도파|염산벤세라짓,[01190]기타의 중추신경용약,전문의약품,연회색 배경,뒷면,주백색,75,0,200,원형,"정제, 저작정",나정,분홍,,RO분할선C분할선HE분할선마크분할선,십자분할선,+,+,[20014],['마도파정'],1,1,1,"[[6, 619, 349, 341]]",20014,마도파정,False
data\train_annotations\K-003351-020014-036637_json\K-020014\K-003351-020014-036637_0_2_1_2_90_000_200.json,K-003351-020014-036637_0_2_1_2_90_000_200.png,976,1280,1335,K-020014,정상알약,200611524,20014,K-020014,마도파정,(주)한국로슈,레보도파|염산벤세라짓,[01190]기타의 중추신경용약,전문의약품,연회색 배경,뒷면,주백색,90,0,200,원형,"정제, 저작정",나정,분홍,,RO분할선C분할선HE분할선마크분할선,십자분할선,+,+,[20014],['마도파정'],1,1,1,"[[47, 700, 347, 336]]",20014,마도파정,False
data\train_annotations\K-003351-020014-036637_json\K-036637\K-003351-020014-036637_0_2_1_2_75_000_200.json,K-003351-020014-036637_0_2_1_2_75_000_200.png,976,1280,1334,K-036637,정상알약,201503658,36637,K-036637,로수젯정10/5밀리그램,한미약품(주),로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,뒷면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,R5,분할선,,-,[36637],['로수젯정10/5밀리그램'],1,1,1,"[[589, 691, 199, 258]]",36637,로수젯정10/5밀리그램,False
data\train_annotations\K-003351-020014-036637_json\K-036637\K-003351-020014-036637_0_2_1_2_90_000_200.json,K-003351-020014-036637_0_2_1_2_90_000_200.png,976,1280,1335,K-036637,정상알약,201503658,36637,K-036637,로수젯정10/5밀리그램,한미약품(주),로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,뒷면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,R5,분할선,,-,[36637],['로수젯정10/5밀리그램'],1,1,1,"[[628, 778, 193, 259]]",36637,로수젯정10/5밀리그램,False
data\train_annotations\K-003351-020014-038162_json\K-003351\K-003351-020014-038162_0_2_0_2_70_000_200.json,K-003351-020014-038162_0_2_0_2_70_000_200.png,976,1280,538,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[427, 908, 190, 192]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020014-038162_json\K-020014\K-003351-020014-038162_0_2_0_2_70_000_200.json,K-003351-020014-038162_0_2_0_2_70_000_200.png,976,1280,538,K-020014,정상알약,200611524,20014,K-020014,마도파정,(주)한국로슈,레보도파|염산벤세라짓,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,분홍,,RO분할선C분할선HE분할선마크분할선,십자분할선,+,+,[20014],['마도파정'],1,1,1,"[[573, 239, 337, 313]]",20014,마도파정,False
data\train_annotations\K-003351-020014-038162_json\K-038162\K-003351-020014-038162_0_2_0_2_70_000_200.json,K-003351-020014-038162_0_2_0_2_70_000_200.png,976,1280,538,K-038162,정상알약,201600318,38162,K-038162,로수바미브정 10/20mg,(주)유한양행,로수바스타틴칼슘|에제티미브,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,분홍,,RE20,Y분할선H,,-,[38162],['로수바미브정 10/20mg'],1,1,1,"[[151, 216, 201, 296]]",38162,로수바미브정 10/20mg,False
data\train_annotations\K-003351-020238-031863_json\K-003351\K-003351-020238-031863_0_2_0_2_70_000_200.json,K-003351-020238-031863_0_2_0_2_70_000_200.png,976,1280,907,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[446, 844, 190, 191]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-031863_json\K-003351\K-003351-020238-031863_0_2_0_2_90_000_200.json,K-003351-020238-031863_0_2_0_2_90_000_200.png,976,1280,909,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[347, 253, 182, 185]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-031863_json\K-020238\K-003351-020238-031863_0_2_0_2_70_000_200.json,K-003351-020238-031863_0_2_0_2_70_000_200.png,976,1280,907,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[446, 844, 190, 191]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-031863_json\K-020238\K-003351-020238-031863_0_2_0_2_90_000_200.json,K-003351-020238-031863_0_2_0_2_90_000_200.png,976,1280,909,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[160, 804, 223, 223]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-031863_json\K-031863\K-003351-020238-031863_0_2_0_2_70_000_200.json,K-003351-020238-031863_0_2_0_2_70_000_200.png,976,1280,907,K-031863,정상알약,201309347,31863,K-031863,아질렉트정(라사길린메실산염),한국룬드벡(주),라사길린메실산염,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,하양,,GIL 1,,,,[31863],['아질렉트정(라사길린메실산염)'],1,1,1,"[[159, 285, 207, 207]]",31863,아질렉트정(라사길린메실산염),False
data\train_annotations\K-003351-020238-031863_json\K-031863\K-003351-020238-031863_0_2_0_2_90_000_200.json,K-003351-020238-031863_0_2_0_2_90_000_200.png,976,1280,909,K-031863,정상알약,201309347,31863,K-031863,아질렉트정(라사길린메실산염),한국룬드벡(주),라사길린메실산염,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,하양,,GIL 1,,,,[31863],['아질렉트정(라사길린메실산염)'],1,1,1,"[[614, 835, 204, 205]]",31863,아질렉트정(라사길린메실산염),False
data\train_annotations\K-003351-020238-032310_json\K-003351\K-003351-020238-032310_0_2_0_2_70_000_200.json,K-003351-020238-032310_0_2_0_2_70_000_200.png,976,1280,814,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[385, 859, 193, 194]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-032310_json\K-003351\K-003351-020238-032310_0_2_0_2_90_000_200.json,K-003351-020238-032310_0_2_0_2_90_000_200.png,976,1280,816,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[403, 226, 184, 183]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-032310_json\K-020238\K-003351-020238-032310_0_2_0_2_70_000_200.json,K-003351-020238-032310_0_2_0_2_70_000_200.png,976,1280,814,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[602, 288, 221, 212]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-032310_json\K-020238\K-003351-020238-032310_0_2_0_2_90_000_200.json,K-003351-020238-032310_0_2_0_2_90_000_200.png,976,1280,816,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[144, 800, 225, 222]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-032310_json\K-032310\K-003351-020238-032310_0_2_0_2_70_000_200.json,K-003351-020238-032310_0_2_0_2_70_000_200.png,976,1280,814,K-032310,정상알약,201310719,32310,K-032310,글리아타민연질캡슐,대웅바이오(주),콜린알포세레이트,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,연질캡슐제,"연질캡슐제, 액상",갈색,,글리아타민,,,,[32310],['글리아타민연질캡슐'],1,1,1,"[[151, 231, 263, 332]]",32310,글리아타민연질캡슐,False
data\train_annotations\K-003351-020238-032310_json\K-032310\K-003351-020238-032310_0_2_0_2_90_000_200.json,K-003351-020238-032310_0_2_0_2_90_000_200.png,976,1280,816,K-032310,정상알약,201310719,32310,K-032310,글리아타민연질캡슐,대웅바이오(주),콜린알포세레이트,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,연질캡슐제,"연질캡슐제, 액상",갈색,,글리아타민,,,,[32310],['글리아타민연질캡슐'],1,1,1,"[[560, 715, 277, 356]]",32310,글리아타민연질캡슐,False
data\train_annotations\K-003351-020238-033880_json\K-003351\K-003351-020238-033880_0_2_0_2_75_000_200.json,K-003351-020238-033880_0_2_0_2_75_000_200.png,976,1280,1403,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[325, 155, 185, 188]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-033880_json\K-020238\K-003351-020238-033880_0_2_0_2_75_000_200.json,K-003351-020238-033880_0_2_0_2_75_000_200.png,976,1280,1403,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[630, 672, 231, 229]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-033880_json\K-033880\K-003351-020238-033880_0_2_0_2_75_000_200.json,K-003351-020238-033880_0_2_0_2_75_000_200.png,976,1280,1403,K-033880,정상알약,201403839,33880,K-033880,글리틴정(콜린알포세레이트),제일약품(주),콜린알포세레이트,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,주황,,,JIC,,,[33880],['글리틴정(콜린알포세레이트)'],1,1,1,"[[78, 634, 403, 395]]",33880,글리틴정(콜린알포세레이트),False
data\train_annotations\K-003351-020238-041768_json\K-003351\K-003351-020238-041768_0_2_0_2_75_000_200.json,K-003351-020238-041768_0_2_0_2_75_000_200.png,976,1280,260,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[364, 143, 184, 194]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-041768_json\K-003351\K-003351-020238-041768_0_2_0_2_90_000_200.json,K-003351-020238-041768_0_2_0_2_90_000_200.png,976,1280,261,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[406, 203, 183, 188]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-020238-041768_json\K-020238\K-003351-020238-041768_0_2_0_2_75_000_200.json,K-003351-020238-041768_0_2_0_2_75_000_200.png,976,1280,260,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[93, 731, 232, 229]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-041768_json\K-020238\K-003351-020238-041768_0_2_0_2_90_000_200.json,K-003351-020238-041768_0_2_0_2_90_000_200.png,976,1280,261,K-020238,정상알약,200700907,20238,K-020238,플라빅스정 75mg,(주)한독,클로피도그렐황산염,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,75,1171,,,[20238],['플라빅스정 75mg'],1,1,1,"[[137, 820, 229, 224]]",20238,플라빅스정 75mg,False
data\train_annotations\K-003351-020238-041768_json\K-041768\K-003351-020238-041768_0_2_0_2_75_000_200.json,K-003351-020238-041768_0_2_0_2_75_000_200.png,976,1280,260,K-041768,정상알약,201702674,41768,K-041768,카발린캡슐 25mg,에이치케이이노엔(주),프레가발린,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",노랑,하양,CJ PGN   25,,,,[41768],['카발린캡슐 25mg'],1,1,1,"[[563, 652, 279, 301]]",41768,카발린캡슐 25mg,False
data\train_annotations\K-003351-020238-041768_json\K-041768\K-003351-020238-041768_0_2_0_2_90_000_200.json,K-003351-020238-041768_0_2_0_2_90_000_200.png,976,1280,261,K-041768,정상알약,201702674,41768,K-041768,카발린캡슐 25mg,에이치케이이노엔(주),프레가발린,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",노랑,하양,CJ PGN   25,,,,[41768],['카발린캡슐 25mg'],1,1,1,"[[607, 744, 272, 299]]",41768,카발린캡슐 25mg,False
data\train_annotations\K-003351-021325-031863_json\K-003351\K-003351-021325-031863_0_2_0_2_70_000_200.json,K-003351-021325-031863_0_2_0_2_70_000_200.png,976,1280,1486,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[399, 893, 189, 191]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-031863_json\K-003351\K-003351-021325-031863_0_2_0_2_75_000_200.json,K-003351-021325-031863_0_2_0_2_75_000_200.png,976,1280,1487,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[351, 148, 183, 189]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-031863_json\K-021325\K-003351-021325-031863_0_2_0_2_70_000_200.json,K-003351-021325-031863_0_2_0_2_70_000_200.png,976,1280,1486,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[559, 296, 201, 197]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-021325-031863_json\K-021325\K-003351-021325-031863_0_2_0_2_75_000_200.json,K-003351-021325-031863_0_2_0_2_75_000_200.png,976,1280,1487,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[170, 736, 204, 207]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-021325-031863_json\K-031863\K-003351-021325-031863_0_2_0_2_70_000_200.json,K-003351-021325-031863_0_2_0_2_70_000_200.png,976,1280,1486,K-031863,정상알약,201309347,31863,K-031863,아질렉트정(라사길린메실산염),한국룬드벡(주),라사길린메실산염,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,하양,,GIL 1,,,,[31863],['아질렉트정(라사길린메실산염)'],1,1,1,"[[146, 289, 207, 207]]",31863,아질렉트정(라사길린메실산염),False
data\train_annotations\K-003351-021325-031863_json\K-031863\K-003351-021325-031863_0_2_0_2_75_000_200.json,K-003351-021325-031863_0_2_0_2_75_000_200.png,976,1280,1487,K-031863,정상알약,201309347,31863,K-031863,아질렉트정(라사길린메실산염),한국룬드벡(주),라사길린메실산염,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,하양,,GIL 1,,,,[31863],['아질렉트정(라사길린메실산염)'],1,1,1,"[[591, 742, 207, 214]]",31863,아질렉트정(라사길린메실산염),False
data\train_annotations\K-003351-021325-032310_json\K-003351\K-003351-021325-032310_0_2_0_2_75_000_200.json,K-003351-021325-032310_0_2_0_2_75_000_200.png,976,1280,1382,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[343, 182, 180, 187]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-032310_json\K-003351\K-003351-021325-032310_0_2_0_2_90_000_200.json,K-003351-021325-032310_0_2_0_2_90_000_200.png,976,1280,1383,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[382, 242, 185, 183]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-032310_json\K-021325\K-003351-021325-032310_0_2_0_2_75_000_200.json,K-003351-021325-032310_0_2_0_2_75_000_200.png,976,1280,1382,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[48, 808, 251, 146]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-021325-032310_json\K-021325\K-003351-021325-032310_0_2_0_2_90_000_200.json,K-003351-021325-032310_0_2_0_2_90_000_200.png,976,1280,1383,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[91, 893, 245, 143]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-021325-032310_json\K-032310\K-003351-021325-032310_0_2_0_2_75_000_200.json,K-003351-021325-032310_0_2_0_2_75_000_200.png,976,1280,1382,K-032310,정상알약,201310719,32310,K-032310,글리아타민연질캡슐,대웅바이오(주),콜린알포세레이트,[01190]기타의 중추신경용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,연질캡슐제,"연질캡슐제, 액상",갈색,,글리아타민,,,,[32310],['글리아타민연질캡슐'],1,1,1,"[[540, 718, 383, 246]]",32310,글리아타민연질캡슐,False
data\train_annotations\K-003351-021325-033880_json\K-003351\K-003351-021325-033880_0_2_0_2_70_000_200.json,K-003351-021325-033880_0_2_0_2_70_000_200.png,976,1280,790,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[427, 839, 189, 182]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-033880_json\K-003351\K-003351-021325-033880_0_2_0_2_75_000_200.json,K-003351-021325-033880_0_2_0_2_75_000_200.png,976,1280,791,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[324, 200, 185, 189]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-033880_json\K-003351\K-003351-021325-033880_0_2_0_2_90_000_200.json,K-003351-021325-033880_0_2_0_2_90_000_200.png,976,1280,792,K-003351,정상알약,199101125,3351,K-003351,일양하이트린정 2mg,일양약품(주),테라조신염산염수화물,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,주황,,I분할선Y,HT,-,,[3351],['일양하이트린정 2mg'],1,1,1,"[[363, 261, 186, 184]]",3351,일양하이트린정 2mg,False
data\train_annotations\K-003351-021325-033880_json\K-021325\K-003351-021325-033880_0_2_0_2_70_000_200.json,K-003351-021325-033880_0_2_0_2_70_000_200.png,976,1280,790,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[138, 298, 190, 208]]",21325,아토르바정 10mg,False
data\train_annotations\K-003351-021325-033880_json\K-021325\K-003351-021325-033880_0_2_0_2_75_000_200.json,K-003351-021325-033880_0_2_0_2_75_000_200.png,976,1280,791,K-021325,정상알약,200705992,21325,K-021325,아토르바정 10mg,(주)유한양행,아토르바스타틴칼슘,[02180]동맥경화용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,YH,10,,,[21325],['아토르바정 10mg'],1,1,1,"[[613, 730, 198, 217]]",21325,아토르바정 10mg,False
